page,SpeedIndex,totalBytes,TTFB,renderStart,numConnections,numDomElements,numDomains,numRedirects,uses_cdn,bytesCss,reqCss,bytesJS,reqJS,bytesImg,reqImg,bytesFont,reqFont,bytesHtml,reqHtml,bytesJSON,reqJSON,reqTotal,gzipSavings,maxDomainReqs,maxage0,maxage1,maxage30,maxage365,maxageMore,maxageNull,num_long_tasks,TotalBlockingTime,EvaluateScript,FunctionCall,Layout,image_savings,renderBlockingCSS,renderBlockingJS,FirstContentfulPaint,FirstImagePaint,FirstMeaningfulPaint,FirstPaint,LargestContentfulPaint,layout_shifts_count,loadEventDuration,dclDuration,_responses_200,_responses_404,_responses_other,analytics,ads,marketing,fonts_scripts,tagman,chat,img_missing_width,img_missing_height,img_lazy_count,svg_count,is_lcp_preloaded,scripts_total,scripts_inline,scripts_async,scripts_defer
https://www.microsoft.com/,10140,6326480,346,100,71,1028,64,48,true,59056,11,3644595,244,2390891,66,175936,8,45742,17,,,423,73570,241,0,33,5,3,0,382,24,1733,939,1291,621,0,5,6,1381,1381,3827,1312,,8,24,194,356,3,64,7,1,1,0,1,0,30,30,13,0,false,224,25,39,2
https://www.microsoft.com/en-us/microsoft-365/p/microsoft-365-premium/cfq7ttc11z3q?icid=mscom_marcom_H1a_M365Premium,5175,4084055,642,100,74,2142,66,49,true,106444,20,3523405,58,162074,71,208559,7,75917,18,,,249,56294,63,0,38,4,3,0,204,17,1239,1111,1056,448,0,3,5,1444,1667,2053,1312,,24,13,56,182,1,66,7,1,1,0,1,0,25,25,17,0,true,98,26,34,21
https://www.mid-day.com/mumbai/mumbai-news/article/mumbai-two-die-after-suffocating-in-sewage-treatment-plant-in-powai-23603034,5288,16955356,1104,100,756,1891,394,1375,true,92337,12,4546691,298,1816164,1120,323372,6,921589,775,,,3926,462912,168,0,110,47,29,4,3736,,,,,,,,,,,,,,,,,,,,4,16,1,2,1,1,50,50,0,0,false,,,,
https://www.midamericanenergy.com/sbx,8203,5247665,827,100,17,826,9,0,false,821356,7,4185448,44,122643,26,29080,1,84032,5,,,96,1996976,48,0,6,1,0,0,89,7,473,759,556,224,11298,7,7,7358,7358,7358,7224,,28,1,1,87,0,9,1,0,0,1,1,0,5,4,0,3,null,24,1,9,4
https://www.midasbuy.com/,16466,34635168,1777,100,10,1607,7,2,false,848721,40,1401438,87,31817270,71,421060,3,8233,3,,,311,105669,125,0,1,199,0,0,111,14,1641,341,606,370,1525846,0,8,4851,4851,8450,3876,,38,0,0,271,0,40,0,0,0,0,0,0,476,476,0,0,false,23,11,1,0
https://www.midatacredito.com/,8100,7712062,255,100,55,1160,42,5,true,147678,5,4878784,62,2311251,79,198077,6,92467,24,,,211,460446,57,0,59,3,13,0,136,19,1780,1167,1098,915,8656,3,1,6200,6315,7936,5676,,24,7,2,196,1,14,7,4,1,1,1,0,114,114,0,62,false,44,10,31,2
https://www.midianews.com.br/politica/provocado-abilio-diz-que-viagem-a-china-nao-foi-a-toa-video/508025,9229,14025893,1194,100,341,1922,269,545,true,86662,11,5583559,231,867030,441,208962,10,339994,309,,,1699,26873436,47,0,18,23,73,2,1583,,,,,,,,,,,,,,,,,,,,5,6,1,1,2,0,13,18,0,8,null,,,,
https://www.midilibre.fr/,7304,4465280,1149,100,69,3128,72,25,false,66587,7,2106314,61,1903542,70,153628,7,72970,15,,,232,112362,38,0,17,12,48,0,155,13,617,702,741,524,87325,1,1,2303,2396,2303,2212,,55,53,7,176,0,56,4,3,0,0,1,0,145,146,0,1,false,54,20,33,1
https://www.midnightvelvet.com/,8461,6339416,430,100,86,2581,80,24,true,1771767,13,2377533,104,1233916,114,301164,12,488714,13,,,326,105483,118,0,54,9,103,0,160,33,2113,1057,1104,718,10232,3,5,3502,4244,3613,3412,,63,68,116,278,0,48,4,6,0,0,1,0,164,164,6,1,false,105,14,67,18
https://www.midsouthshooterssupply.com/,5157,2734061,488,100,22,1569,22,1,true,27170,4,987736,28,1643241,37,45116,2,30439,4,,,84,16835,42,0,4,0,3,0,77,5,500,253,199,588,468542,1,2,1654,1654,1654,1544,,9,1,50,77,0,7,3,0,1,1,1,0,32,34,0,0,false,54,30,15,1
https://www.midsouthshooterssupply.com/item/004130100261810/xero-c1-pro-chronograph,5526,4288253,205,100,38,2826,35,4,true,137242,8,2123638,39,1750687,87,85244,3,177984,7,,,162,16596,85,0,12,0,14,0,136,15,717,464,513,606,148685,4,1,902,902,1227,828,,17,1,52,149,0,13,3,0,1,1,1,0,73,73,0,5,false,63,37,15,1
https://www.mifarma.com.pe/,7606,4682962,317,100,42,1725,35,3,false,69271,2,3137780,52,1102360,65,146104,3,13776,14,,,207,83057,32,0,12,36,40,0,119,15,1064,707,1207,218,129445,0,0,3863,6800,,1108,,14,0,0,182,0,25,5,2,1,0,1,0,52,59,10,20,false,74,28,28,5
https://www.migracija.lt/,5738,5431922,889,100,13,736,9,0,false,1499661,11,1932526,66,1515757,17,304364,5,106903,2,,,118,2758608,87,0,2,1,11,15,89,4,154,146,95,223,0,8,7,5298,5298,5572,5216,,3,2,4,116,0,2,1,0,0,2,0,1,6,6,0,0,false,81,43,17,0
https://www.migros.ch/en/content/christmas-baking,5824,6555849,419,100,28,4131,22,1,true,122638,4,2580962,28,3421574,53,250688,8,53796,4,,,138,0,68,0,10,12,11,32,73,20,1832,302,1452,346,888471,1,1,934,934,3030,812,,1,0,0,134,0,4,2,1,0,0,1,0,95,95,76,0,false,17,3,10,0
https://www.migros.com.tr/money-ile-her-500-tllik-siparisine-1-cekilis-hakki-x-1f38,5421,7735858,897,100,13,446,9,0,true,721078,1,5762481,19,1005550,37,133324,2,24039,2,,,78,4702769,53,0,0,2,53,0,23,5,553,173,540,275,303423,1,2,4866,4866,4866,4740,,3,3,0,76,0,2,4,2,0,1,1,0,1,1,21,0,false,14,4,5,2
https://www.mihong.vn/,4883,1285519,2163,200,1,286,3,0,false,52067,1,116956,1,1088010,21,23424,2,3503,1,,,27,0,24,0,0,0,0,0,27,1,13,18,12,74,327738,1,1,3570,3570,3570,3408,,,8,3,27,0,0,0,0,0,0,0,0,3,3,0,0,false,2,1,0,0
https://www.mijnetz.nl/MyChart/,6191,4962785,1020,100,6,191,1,1,false,889469,17,2640862,12,1184506,10,173040,2,74892,2,,,44,3453270,43,0,12,0,5,2,25,3,79,57,45,112,60888,17,0,4441,4441,4441,4312,,,49,1,43,0,1,0,0,0,0,0,0,5,5,0,1,false,26,14,1,0
https://www.miladycima.com/,7114,5362650,336,100,15,444,13,0,true,362685,36,1399539,53,3483271,9,77184,5,6139,1,,,115,4297,69,0,11,63,7,5,29,7,176,328,200,146,0,30,11,1622,1622,1622,1556,,3,1,4,113,0,2,2,0,0,2,1,0,15,15,4,1,false,83,27,12,2
https://www.miladys.com/swimwear,7469,3578658,2283,100,29,2570,22,1,true,172699,6,2087485,264,906500,65,160556,11,249310,21,,,385,0,296,0,7,3,299,0,76,20,2297,1130,1844,369,191581,5,7,6420,6420,6420,6300,,,7,1,381,0,4,3,0,0,0,2,0,49,50,0,0,false,398,37,358,0
https://www.milannews.it/primo-piano/rabiot-il-rientro-e-vicino-con-lui-in-campo-il-milan-ha-una-media-punti-da-scudetto-597011,14240,12229318,720,100,415,674,300,735,false,14654,2,2168924,167,664292,412,5212,1,523160,345,,,1613,92469,41,0,44,15,46,0,1508,35,2324,1974,2667,664,8156,1,6,2105,2105,2105,2040,,3,6,1,760,0,853,2,14,0,0,1,0,30,30,0,1,,87,34,55,1
https://www.milanuncios.com/,18840,7058029,662,100,18,1479,11,0,true,1530188,90,5109450,456,162102,23,92020,5,129097,6,,,596,3976,556,0,10,1,1,0,584,17,881,513,666,138,1537,2,0,1450,1450,1450,1316,,,2,0,586,0,10,2,5,0,0,1,1,65,65,66,59,null,,,,
https://www.milanuncios.com/coches-de-segunda-mano/,7894,8361914,712,100,112,2240,100,84,true,1515545,89,5513604,485,311941,84,58440,4,261836,57,,,882,76246,555,0,13,18,5,0,846,23,1747,887,1098,60,37497,2,1,1476,1476,1629,1420,,1,1,0,721,0,161,2,8,0,0,1,1,31,31,31,20,false,,,,
https://www.millenniumbcp.pt/campanhas/domiciliacao-ordenado?lang=pt,6100,1948722,1545,100,11,1509,4,0,false,95965,4,408061,6,255293,16,953350,6,209102,1,,,38,181023,29,0,29,0,5,0,4,3,519,40,183,778,0,0,1,1901,3381,2100,1824,,40,3,227,38,0,0,0,0,0,0,1,0,34,34,34,8,false,14,8,3,0
